name,gender,langage,frequency,translated_name
antonella,f,italian,0.03,أنتونيلا
antonello,m,italian,0.03,أنتونيلو
antonette,f,english,0,أنتونيت
antoni,m,"polish, catalan",0.1,أنتوني
antonia,f,"english, italian, spanish, portuguese, german, scandinavian, dutch, ancient roman",0.1,أنطونيا
antonie,f,czech,0,أنتوني
antonietta,f,"spanish, italian",0,أنتونييتا
antonija,f,"croatian, slovene",0,أنتونيجا
antonina,f,"polish, russian",0,أنتونينا
antonino,m,italian,0,أنتونو
antonio,m,"spanish, italian, portuguese",1.69,أنطونيو
antonius,m,"ancient roman, dutch",0.03,أنطونيوس
antono,m,esperanto,0,أنتونو
antony,m,english,0.51,أنتوني
antti,m,finnish,0,Antti
antun,m,croatian,0,أنطون
antwan,m,english (modern),0,أنتتان
anubis,m,egyptian mythology (hellenized),0.1,أنوبيس
anunciación,f,spanish,0,Anunciación
anupam,m,indian,0,أنوبام
anushka,f,russian,0,أنوشكا
anwar,m,arabic,0.03,أنور
anwen,f,welsh,0,أنوين
anwer,m,arabic,0,أنوير
anya,f,russian,0,أنيا
aodh,m,"irish, scottish",0,AODH
aodhán,m,"irish, scottish",0,عودهان
aoibheann,f,irish,0,aoibheann
aoibhín,f,irish,0,aoibhín
aoide,f,greek mythology,0,aoide
aoife,f,"irish, irish mythology",0,aoife
aonghas,m,"scottish, irish",0,Aonghas
aonghus,m,"scottish, irish, irish mythology",0,Aonghus
aphra,f,,0,أفرا
aphrodisia,f,ancient greek,0,أفروديسيا
aphrodisios,m,ancient greek,0,Aphrodisios
aphrodite,f,greek mythology,0.8,أفروديت
apikalia,f,hawaiian,0,Apikalia
apolinar,m,spanish,0,apolinar
apollinaire,m,french,4.14,Apollinaire
apollinaris,m,ancient greek,0,Apollinaris
apollinariya,f,russian,0,Apollinariya
apolline,f,french,0.22,أبولين
apollo,m,greek mythology (latinized),0.16,أبولو
apollodoros,m,ancient greek,0,Apollodoros
apollonia,f,ancient greek,0.03,أبولونيا
apollonios,m,ancient greek,0,أبولونيوس
apolonija,f,slovene,0,أبولونيجا
apostolis,m,greek,0,أبوستوليس
apostolos,m,greek,0,أبوستولوس
apphia,f,biblical,0,apphia
appius,m,ancient roman,0.06,appius
april,f,english,0,أبريل
aquila,m,"biblical, ancient roman",0.29,أكويلا
arabella,f,"english, italian",0.06,أرابيلا
araceli,f,spanish,0,أراسيلي
aracelis,f,,0,aracelis
aracely,f,,0,aracely
arachne,f,greek mythology,0,Arachne
aragorn,m,literature,0,أراجورن
araminta,f,,0,أرامينتا
aran,f,,0.03,أران
aranka,f,hungarian,0,أرانكا
aranrhod,f,"welsh, welsh mythology",0,Aranrhod
arantxa,f,basque,0,Arantxa
aras,m,lithuanian,0.06,أراس
arata,m,japanese,0,أراتا
aravinda,m,indian,0,أرافيندا
arcadia,f,late roman,0.03,أركاديا
arcangelo,m,italian,0,Arcangelo
arcelia,f,spanish,0,أرليا
archelaus,m,"ancient greek (latinized), biblical",0,Archelaus
archibald,m,"scottish, english",6.72,أرشيبالد
archie,m,"scottish, english",0.54,أرشي
archimedes,m,ancient greek,0,أرخميدس
archippos,m,ancient greek,0,archippos
ardal,m,irish,0,أردال
ardashir,m,iranian,0,أرداشير
arden,m,english,0.19,أردن
ardghal,m,irish,0,أردغال
arduino,m,italian,0,أردوينو
areli,m,biblical,0,أريلي
ares,m,greek mythology,1.56,آريس
aretha,f,english,0.03,أريثا
arethusa,f,greek mythology,0,أريثوسا
arevig,f,armenian,0,أريفيج
argus,m,greek mythology (latinized),0.61,أرجوس
argyris,m,greek,0,Argyris
argyros,m,ancient greek,0,Argyros
ari (1),m,jewish,0,آري (1)
ari (2),m,ancient scandinavian,0,آري (2)
aria,f,english,0.45,أريا
ariadne,f,"greek mythology, english",0.06,أريادن
ariana,f,english,0.06,أريانا
ariane,f,"english, french",2.45,أريان
arianna,f,italian,0,أريانا
arianne,f,french,0,أريان
arianrhod,f,"welsh, welsh mythology",0,أريانرهود
aric,m,english,0,أريك
ariel,"m,f","biblical, jewish",0.61,أرييل
ariella,f,english,0,أريلا
arielle,f,english,0.03,أرييل
arienne,f,french,0,أرين
aries,m,roman mythology,0,بُرْجُ الحَمَل
arik,m,,0,أريك
arina,f,russian,0,أرينا
arisha,f,russian,0,أريشا
arista,f,astronomy,0,أريستا
aristide,m,french,0.8,أريستيد
aristides,m,ancient greek,0,أريستيد
aristocles,m,ancient greek (latinized),0,أريستوكليس
aristodemos,m,"ancient greek, greek mythology",0,Aristodemos
aristomache,f,ancient greek,0,aristomache
ariston,m,ancient greek,0.13,أريستون
aristophanes,m,ancient greek,0,أريستوفان
aristotle,m,ancient greek (latinized),0,أرسطو
arisu,f,japanese,0,arisu
arisztid,m,hungarian,0,arisztid
arjan,m,dutch,0,أرجان
arjun,m,indian,0,أرجون
arjuna,m,indian,0.03,أرجونا
arkadi,m,russian,0.03,أركادي
arkadios,m,ancient greek,0,أركاديوس
arkady,m,russian,0,أركادي
arkell,m,english,0,أركيل
arleen,f,english,0,arleen
arlen,m,,0.03,أرلين
arlene,f,english,0,أرلين
arlette,f,"french, english",0.8,أرليت
arlie,"f,m",english,0,أرلي
arline,f,english,0,أرلين
armand,m,french,30.71,أرماند
armando,m,"spanish, italian, portuguese",0,أرماندو
armel,m,french,0.03,أرجل
armelle,f,french,0,أرجل
armin,m,german,0.06,أرمين
armo,m,finnish,0,أرماو
arn,m,english,4.78,أرن
arnaldo,m,italian,0,أرنالدو
arnau,m,catalan,0,أرنو
arnaud,m,french,9.24,أرنود
arnaude,f,french,0.67,أرنود
arndt,m,german,0.03,أرندت
arne (1),m,scandinavian,0,آرني (1)
arne (2),m,german,0,آرني (2)
arnie,m,english,0,أرني
arnold,m,"english, german",1.24,أرنولد
aroha,f,maori,0,أروها
aroldo,m,italian,0,أرولدو
áron,m,hungarian,0,أرون
aron,m,polish,0.96,آرون
árpád,m,hungarian,0,árpád
arrigo,m,italian,0.1,arrigo
arron,m,english,0,أرون
arsen,m,armenian,0.03,أرسن
arseni,m,russian,0,أرسيني
arsenios,m,ancient greek,0.03,أرسينيوس
art,m,english,176.78,فن
artair,m,scottish,0,artair
artemidoros,m,ancient greek,0,artemidoros
artemis,f,greek mythology,0,أرتميس
artemisia,f,ancient greek,0.13,أرتميسيا
artemisios,m,ancient greek,0,artemisios
arthur,m,"english, welsh mythology",17.78,آرثر
arttu,m,finnish,0,Arttu
artturi,m,finnish,0,Artturi
artúr,m,hungarian,0,أرت
artur,m,"german, portuguese",0.1,أرتور
arturo,m,"italian, spanish",0.06,أرتورو
arundhati,f,"indian, hindu mythology",0,أرونداتي
arvel,m,welsh,0,أرفيل
arvid,m,scandinavian,0,arvid
arvo,m,finnish,0,Arvo
arwen,f,literature,0,أروين
aryana,f,,0,أريانا
arzu,f,turkish,0,أرزو
åsa,f,scandinavian,0,ك
asa,m,"biblical, jewish",0.13,ك
as'ad,m,arabic,0,أسد
asad,m,arabic,0,أسد
asaf,m,biblical (variant),0,عساف
asaph,m,biblical,0.03,آساف
asbjörn,m,norwegian,0,Asbjörn
ásdís,f,"icelandic, ancient scandinavian",0,ásdís
asdrubal,m,spanish,0.03,asdrubal
aseem,m,indian,0,أسم
asenath,f,biblical,0,أسناث
ash,"m,f",english,0.13,رماد
asha,f,indian,0,آشا
ashanti,f,,0.13,أشانتي
asher,m,"biblical, jewish",0.03,آشر
asherah,f,near eastern mythology,0,asherah
ashlee,f,english (modern),0,أشلي
ashleigh,f,english (modern),0,آشلي
ashley,"m,f",english,0.06,آشلي
ashlie,f,english (modern),0,أشلي
ashling,f,irish,0,الرماد
ashlyn,f,english,0,أشلين
ashlynn,f,english (modern),0,أشلين
ashok,m,indian,0,أشوك
ashoka,m,indian,0,أشوكا
ashtad,m,,0,أشتاد
ashton,"m,f",english,0.06,أشتون
ashtoreth,f,"biblical, near eastern mythology",0,أشتوريث
asia,"f,m",english,0,آسيا
asim,m,arabic,0,ASIM
asklepiades,m,ancient greek,0,Asklepiades
asklepios,m,greek mythology,0,Asklepios
aslaug,f,"norwegian, danish",0,Aslaug
asli,f,turkish,0,أسلي
aslög,f,swedish,0,Aslög
asløg,f,danish,0,asløg
asma,f,arabic,0,علاقة ملابس
aspasia,f,greek mythology,0,Aspasia
aspen,f,english,0,أسبن
assumpció,f,catalan,0,Assumpció
assumpta,f,irish,0,الافتراض
assunta,f,italian,0,أسونتا
asta,f,scandinavian,0.45,ASTA
astaroth,f,near eastern mythology,0.1,أستاروث
astarte,f,near eastern mythology (hellenized),0,أستارت
astor,m,english,0.92,أستور
astra,f,english,0.25,أسترا
astraea,f,greek mythology (latinized),0,Astraea
astrid,f,scandinavian,0.19,أستريد
astrithr,f,ancient scandinavian,0,Astrithr
astrophel,m,literature,0,الفلكي
asunción,f,spanish,0,أسونسيون
asya,f,russian,0,آسيا
ata,m,turkish,0,أتا
atalanta,f,greek mythology,6.05,أتالانتا
atallah,m,arabic,0.76,أتاله
atara,f,jewish,0,أتارا
atarah,f,biblical,0,أتارا
ataullah,m,arabic,0,أتا الله
atefeh,f,iranian,0,Atefeh
athanas,m,ancient greek,0,athanas
athanasia,f,"greek, ancient greek (latinized)",0,athanasia
athanasios,m,"greek, ancient greek",0,athanasios
athanasius,m,ancient greek (latinized),0,أثناسيوس
athelstan,m,,0.03,أثيلستان
athena,f,greek mythology,0,أثينا
athenias,f,ancient greek,0,أثينا
atieno,f,african,0,أتيانو
atílio,m,portuguese,0,atílio
atilio,m,spanish,0,أتيليو
atiya,f,arabic,0,أتيا
atlas,m,greek mythology,4.21,أطلس
atticus,m,,0.38,أتيكوس
attila,m,"history, hungarian",1.4,أتيلا
attilio,m,italian,0.03,أتيليو
auberon,m,english,0,الباذنجان
aubree,f,english,0,أوبري
aubrey,"m,f",english,0.06,أوبري
aude,f,french,6.31,Aude
audie,f,english,0,أودي
audley,m,english,0,أوديلي
audra (1),f,lithuanian,0,أودرا (1)
audra (2),f,english,0,أودرا (2)
audrea,f,english,0,Audrea
audrey,f,english,0.16,أودري
august (1),m,"german, polish",0,1 أغسطس)
august (2),m,english,0,2 اغسطس)
augusta,f,"english, italian, polish",0.22,أوغستا
auguste,m,french,20.36,أوغست
augustijn,m,dutch,0,أوغسطين
augustin,m,french,5.86,أوغسطين
augustine,m,english,2.52,أوغسطين
augusto,m,"spanish, italian, portuguese",2.55,أوغستو
augusts,m,latvian,0,أغسطس
augustus,m,ancient roman,5.99,أوغسطس
aukusti,m,finnish,0,Aukusti
aulay,m,scottish,0,Aulay
aulus,m,ancient roman,0.03,Aulus
aune,f,finnish,0.64,أون
aura,f,english,110.1,هالة
aurangzeb,m,indian,0,Aurangzeb
aurel,m,"german, romanian",0.1,أوريل
aurèle,m,french,0.8,Aurèle
aurelia,f,"ancient roman, italian, romanian",0,أوريليا
aureliano,m,spanish,3.35,أوريليانو
aurélie,f,french,4.91,أوريلي
aurelien,m,french,0,أوريلين
aurelio,m,"italian, spanish, portuguese",0.16,أوريليو
aurelius,m,ancient roman,0,أوريليوس
aureole,f,english,0,aureole
aurora,f,roman mythology,0.29,أورورا
aurore,f,french,11.02,أوورور
ausra,f,lithuanian,0,AUSRA
austen,m,english,0.13,أوستن
austin,m,english,0.32,أوستين
austyn,"m,f",english (modern),0,أوستن
autumn,"m,f",english,0.03,خريف
ava (1),f,english,0,آفا (1)
ava (2),f,iranian,0,آفا (2)
avalon,f,english,0.03,أفالون
avdotya,f,russian,0,avdotya
avedis,m,armenian,0,أفيس
avelina,f,english,0,أفيلينا
aveline,f,english,0.13,أفيلين
averill,"m,f",english,0,أفريل
avery,"m,f",english,0.25,أفيري
avi,m,jewish,0,أفي
avia,f,,0,أفيا
avice,f,english,0.03,نائب
avidan,m,jewish,0,أفيدان
avila,f,english,0.73,أفيلا
aviram,m,jewish,0,Aviram
avis,f,english,69.29,أفيس
avishai,m,jewish,0,أفيشاي
avitus,m,ancient roman,0,أفيتوس
aviv,m,jewish,0.45,أبيب
aviva,f,jewish,0.13,أفيفا
avner,m,jewish,0,أفنر
avra,f,,0,أفرا
avraham,m,jewish,0,أفراهام
avram,m,jewish,2.99,Avram
avril,f,"french, english",28.83,Avril
avrum,m,jewish,0,avrum
awotwi,"m,f",african,0,أووتوي
awstin,m,welsh,0,Awstin
axel,m,scandinavian,0.61,أكسل
axelle,f,french,0,أكسل
aya,f,japanese,0,آية
ayala,f,jewish,0,أيالا
aydin,m,turkish,0,أيدين
ayelet,f,jewish,0,ayelet
ayesha,f,arabic,0,عائشة
aygül,f,turkish,0,Aygül
ayishah,f,arabic,0,عائشة
ayla (1),f,jewish,0,أيلا (1)
ayla (2),f,turkish,0,أيلا (2)
ayla (3),f,literature,0,أيلا (3)
aylmer,m,,0,أيلمر
ayn,f,russian,0,عين
ayo,f,african,0,أيو
ayomide,f,african,0,أيوميد
aysel,f,turkish,0,أيسيل
aysun,f,turkish,0,أيسون
azalea,f,english,0,أزاليا
azarel,m,biblical,0,أزاريل
azaria,m,biblical (variant),0,أزاريا
azariah,m,biblical,0,أزريا
azarias,m,,0.03,أزارياس
azeneth,f,,0,Azeneth
aziz,m,arabic,0,عزيز
aziz,m,arabic,0.86,عزيز
azrael,m,judeo-christian legend,0,أزرايل
azubah,f,biblical,0,عزوبا
azucena,f,spanish,0,Azucena
azuolas,m,lithuanian,0,Azuolas
azura,f,english,0,أزورا
azure,f,english,0,أزور
baako,"m,f",african,0,باكو
baal,m,near eastern mythology,0.41,بعل
babajide,m,african,0,باباجيد
babak,m,iranian,0,باباك
babar,m,indian,0.22,بابار
babatunde,m,african,0,Babatunde
baber,m,indian,0,باب
babette,f,english,0.19,بابيت
babirye,f,african,0,Babirye
babs,f,english,0,بابس
babur,m,indian,0,بابور
bacchus,m,greek mythology (latinized),0.89,باخوس
badr,"m,f",arabic,0.03,بدر
baha,m,arabic,0.03,بهاء
bahiga,f,arabic,0,باهيغا
bahij,m,arabic,0,باهج
bahija,f,arabic,0,باهيجا
bahiyya,f,arabic,0,باهيا
bahman,m,iranian,0,بهمان
bahram,m,iranian,0,باهرم
bai,m,chinese,0.61,باي
baila,f,jewish,0,بايلا
bailee,f,english (modern),0,بيلي
bailey,"m,f",english,0.45,بيلي
báirbre,f,irish,0,بايربري
bakr,m,arabic,0.03,بكر
bala,"m,f",indian,0,بالا
balázs,m,hungarian,0,بالز
baldassare,m,italian,0,Baldassare
balder,m,norse mythology,0,بالدر
baldev,m,"indian, hindu mythology",0,بالديف
baldo,m,croatian,0,بالدو
baldomero,m,spanish,0,Baldomero
baldric,m,english,0,حمالة السيف
baldur,m,german,0.19,بالدور
baldwin,m,english,0.83,بالدوين
balfour,m,,0.22,بلفور
bálint,m,hungarian,0,Bálint
baltasar,m,spanish,0.16,بالتاسار
baltazar,m,judeo-christian legend,0,بالتازار
balthasar,m,judeo-christian legend,0,بالثاسار
balthazar,m,judeo-christian legend,0.64,بالثزار
bambi,f,english,0.25,بامبي
bandi,m,hungarian,0.13,باندي
banu,f,turkish,0,بانو
bao (1),"m,f",chinese,0,باو (1)
bao (2),m,vietnamese,0,باو (2)
baptist,m,"german, english",0,المعمدان
baptiste,m,french,4.81,المعمدان
baqir,m,arabic,0,باقر
barabal,f,scottish,0,بارابال
barak,m,"biblical, jewish",0,باراك
barakat,m,arabic,0,باراكات
barb,f,english,0,بارب
bárbara,f,portuguese,0,باربارا
barbara,f,"english, italian, french, german, polish, hungarian",3.41,باربرا
barbie,f,english,0.13,باربي
barbora,f,"czech, slovak",0,البربرا
barbra,f,english (modern),0,باربرا
barbro,f,swedish,0,بارو
barclay,m,"scottish, english, irish",0.13,باركلي
baris,m,turkish,0.06,باريس
barlaam,m,judeo-christian legend,0,بارلام
barna,m,hungarian,0.06,بارنا
barnabás,m,hungarian,0,بارنابس
barnabas,m,"english, german, biblical",0.06,بارنابا
barnabé,m,french,0.19,بارنابي
barnaby,m,english,0,بارنابي
barney,m,english,0.03,بارني
barra,m,irish,0.51,بارا
barret,m,english,0,باريت
barrett,m,english,0.32,باريت
barrie,m,"irish, english",0,باري
barry,m,"irish, english",0.25,باري
bart,m,"english, dutch",5.89,بارت
bartal,m,hungarian,0,بارتال
bartel,m,dutch,0,بارتل
barthélémy,m,french,0.19,بارثليمي
bartholomaus,m,german,0,بارثولوما
bartholomew,m,"english, biblical",0.03,بارثولوميو
bartlomiej,m,polish,0,بارميج
bartolomé,m,spanish,0.1,بارتولومي
bartolomeo,m,italian,0.13,بارتولوميو
bartosz,m,polish,0,بارتوز
baruch,m,"biblical, jewish",0.41,بارخ
bas,m,dutch,257.73,باس
basajaun,m,basque,0,باساجون
basant,m,indian,1.31,باسانت
basemath,f,biblical,0,قاعدة
bashe,f,jewish,0,باش
bashemath,f,biblical (variant),0,Bashemath
basia (1),f,polish,0,basia (1)
basia (2),f,jewish,0,basia (2)
basil,m,english,0.35,رَيحان
basile,m,french,1.02,باسيلي
basilio,m,"italian, spanish",0,باسيليو
basim,m,arabic,0,باسيم
basma,f,arabic,0,باسما
basmath,f,biblical,0,بسمث
bassam,m,arabic,0.06,باسام
bassem,m,arabic,0,باسيم
bastiaan,m,dutch,0,باستيان
bastian,m,"german, english",0.22,باستيان
bastien,m,french,2.29,باستيان
basu,m,indian,0,باسو
basya,f,jewish,0,Basya
bathsheba,f,biblical,0,Bathsheba
battista,m,italian,0.06,باتيستا
batya,f,jewish,0,باتيا
batyah,f,jewish,0,باتيه
baudouin,m,french,0.61,بادوين
bautista,m,spanish,0,باوتيستا
baylee,f,english (modern),0,بايلي
bea,f,english,0.13,بي
bearach,m,irish,0,بيراتش
beáta,f,hungarian,0,Beáta
beata,f,"polish, german, scandinavian",0.03,بيتيا
beate,f,german,0.03,بيتي
beathag,f,scottish,0,بيثاج
beathan,m,scottish,0,بيثان
béatrice,f,french,7.9,Béatrice
beatrice,f,"italian, english",0.1,بياتريس
beatriu,f,catalan,0,بياتو
beatrix,f,"english, german",0,بياتريكس
beatriz,f,"spanish, portuguese",0,بياتريز
beau,m,english,191.49,بو
beaumont,m,english,4.01,بومونت
beauregard,m,english,0.41,بوريجارد
beavis,m,,0,بيفيس
bébhinn,f,irish,0,بيبين
bébhionn,f,irish,0,بيبهون
bébinn,f,irish,0,بيبين
becca,f,english,0,بيكا
becka,f,english,0,بيكا
beckah,f,english,0,بيكا
becky,f,english,0,بيكي
bede,m,history,0.1,بيد
bedelia,f,irish,0,Bedelia
bedivere,m,welsh mythology,0,bedivere
bedrich,m,czech,0,bedrich
bedros,m,armenian,0,bedros
bedwyr,m,"welsh, welsh mythology",0,Bedwyr
bee,f,english,0.03,نحلة
beelzebub,m,biblical,0,بعلزبول
behnam,m,iranian,0,بهنام
behram,m,iranian,0,بهرام
behruz,m,iranian,0,بهروز
béibhinn,f,irish,0,Béibhinn
beileag,f,scottish,0,بيليج
beitris,f,scottish,0,بيترس
bekki,f,english (modern),0,بيكي
béla,m,hungarian,0.25,بيلا
belenus,m,celtic mythology (latinized),0,بيلينوس
belgin,f,turkish,0,بلجين
beli,m,welsh mythology,0,بيلي
belinda,f,english,0.03,بيليندا
bella,f,italian,1.31,بيلا
belle,f,english,162.38,حسناء
bellona,f,roman mythology,0,بيلونا
belphoebe,f,literature,0,بلفوبي
ben,m,english,42.56,بن
benaiah,m,biblical,0,Benaiah
bence,m,hungarian,0,بينس
bendiks,m,latvian,0,Bendiks
bendt,m,danish,0,بينت
benedek,m,hungarian,0.06,بينيديك
benedetta,f,italian,0,بنديتا
benedetto,m,italian,0.32,بنديتو
benedict,m,english,0.73,بنديكت
benedicta,f,late roman,0,بنديكتا
bénédicte,f,french,1.53,bénédicte
benedikt,m,german,0,بنديكت
benedikta,f,"german, czech",0,بنديكتا
benedikte,f,"danish, norwegian",0,بينديكيت
benedita,f,portuguese,0,بنديتا
benedito,m,portuguese,0,بنديتو
benesh,m,jewish,0,بينش
bengt,m,swedish,0,بنغت
bengta,f,swedish,0,بنجتا
beniamino,m,italian,0,بينامينو
benigna,f,"spanish, italian, portuguese",0,بينينا
